,Match,Ground,Vs,Date,Agg,Avg,WicketsCric,Overs,Runs,Econ,AvgCric,SR,5W
0,1.0,Arun Jaitley Stadium,Royal Challengers Bangalore,2018-05-12,1.0,25.0,1,4.0,25,6.25,25,24,0
1,2.0,Arun Jaitley Stadium,Chennai Super Kings,2018-05-18,2.0,23.0,1,4.0,21,5.25,21,24,0
2,3.0,Arun Jaitley Stadium,Mumbai Indians,2018-05-20,5.0,16.4,3,4.0,36,9.0,12,8,0
3,4.0,Arun Jaitley Stadium,Kolkata Knight Riders,2019-03-30,6.0,18.5,1,4.0,29,7.25,29,24,0
4,5.0,Punjab Cricket Association IS Bindra Stadium,Kings XI Punjab,2019-04-01,8.0,17.25,2,4.0,27,6.75,13.5,12,0
5,6.0,Arun Jaitley Stadium,Sunrisers Hyderabad,2019-04-04,9.0,18.89,1,4.0,32,8.0,32,24,0
6,7.0,M Chinnaswamy Stadium,Royal Challengers Bangalore,2019-04-07,10.0,21.6,1,4.0,46,11.5,46,24,0
7,8.0,Arun Jaitley Stadium,Kings XI Punjab,2019-04-20,13.0,19.69,3,4.0,40,10.0,13.3,8,0
8,9.0,Arun Jaitley Stadium,Royal Challengers Bangalore,2019-04-28,13.0,22.46,0,3.0,36,12.0,-,-,0
