Match,Date,Vs,Venue,How Dismissed,Out,Runs,Balls,TotalRuns
1,11/4/2019,Chennai Super Kings,Sawai Mansingh Stadium,c †M S Dhoni b S N Thakur,1,16,14,16
2,20/04/2019,Mumbai Indians,Sawai Mansingh Stadium,run out,1,43,29,59
3,22/04/2019,Delhi Capitals,Sawai Mansingh Stadium,b K Rabada,1,4,3,63
4,25/04/2019,Kolkata Knight Riders,Eden Gardens,hit wicket b A D Russell,1,47,31,110
5,4/5/2019,Delhi Capitals,Arun Jaitley Stadium,c S E Rutherford b T A Boult,1,50,49,160
