Match,Date,Vs,Venue,How Dismissed,Out,Runs,Balls,TotalRuns
1,16/04/2019,Kings XI Punjab,Punjab Cricket Association IS Bindra Stadium,c D A Miller b M Ashwin,1,0,1,0
2,20/04/2019,Mumbai Indians,Sawai Mansingh Stadium,lbw b J J Bumrah,1,0,1,0
3,22/04/2019,Delhi Capitals,Sawai Mansingh Stadium,c S E Rutherford b I Sharma,1,0,1,0
4,27/04/2019,Sunrisers Hyderabad,Sawai Mansingh Stadium,not out,0,3,7,3
