Match,Date,Vs,Venue,How Dismissed,Out,Runs,Balls,TotalRuns
1,13/04/2019,Mumbai Indians,Wankhede Stadium,b K H Pandya,1,1,2,1
2,27/04/2019,Sunrisers Hyderabad,Sawai Mansingh Stadium,c †W P Saha b Rashid Khan,1,44,26,45
3,30/04/2019,Royal Challengers Bangalore,M Chinnaswamy Stadium,not out,0,11,7,56
4,4/5/2019,Delhi Capitals,Arun Jaitley Stadium,b I Sharma,1,14,13,70
