Match,Date,Vs,Venue,How Dismissed,Out,Runs,Balls,TotalRuns
1,20/04/2019,Kings XI Punjab,Arun Jaitley Stadium,not out,0,2,2,2
2,22/04/2019,Rajasthan Royals,Sawai Mansingh Stadium,c R Parag b D S Kulkarni,1,11,5,13
3,28/04/2019,Royal Challengers Bangalore,Arun Jaitley Stadium,not out,0,28,13,41
4,1/5/2019,Chennai Super Kings,MA Chidambaram Stadium,c D L Chahar b Imran Tahir,1,2,4,43
5,4/5/2019,Rajasthan Royals,Arun Jaitley Stadium,c L S Livingstone b S Gopal,1,11,6,54
6,8/5/2019,Sunrisers Hyderabad,Dr YS Rajasekhara Reddy Cricket Stadium,c Mohammad Nabi b B Kumar,1,9,12,63
7,10/5/2019,Chennai Super Kings,Dr YS Rajasekhara Reddy Cricket Stadium,c S R Watson b Harbhajan Singh,1,10,12,73
