,Match,Ground,Vs,Date,Agg,Avg,WicketsCric,Overs,Runs,Econ,AvgCric,SR,5W
0,1.0,Wankhede Stadium,Chennai Super Kings,2019-04-03,2.0,11.0,2,4.0,22,5.5,11,12,0
1,2.0,Rajiv Gandhi International Stadium,Sunrisers Hyderabad,2019-04-06,3.0,16.67,1,4.0,28,7.0,28,24,0
2,3.0,Wankhede Stadium,Kings XI Punjab,2019-04-10,4.0,21.25,1,4.0,35,8.75,35,24,0
3,4.0,Wankhede Stadium,Rajasthan Royals,2019-04-13,4.0,29.0,0,3.0,31,10.33,-,-,0
4,5.0,Wankhede Stadium,Royal Challengers Bangalore,2019-04-15,5.0,33.0,1,4.0,49,12.25,49,24,0
