Match,Date,Vs,Venue,How Dismissed,Out,Runs,Balls,TotalRuns
1,23/04/2016,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,c M C Henriques b Mustafizur Rahman,1,22,28,22
2,25/04/2016,Mumbai Indians,Punjab Cricket Association IS Bindra Stadium,b J J Bumrah,1,1,3,23
3,30/03/2019,Delhi Capitals,Arun Jaitley Stadium,lbw b S Lamichhane,1,7,16,30
