Match,Date,Vs,Venue,How Dismissed,Out,Runs,Balls,TotalRuns
1,8/4/2018,Royal Challengers Bangalore,Eden Gardens,c †Q de Kock b C R Woakes,1,6,6,6
2,10/4/2018,Chennai Super Kings,MA Chidambaram Stadium,c D J J Bravo b S N Thakur,1,2,4,8
3,3/5/2018,Chennai Super Kings,Eden Gardens,b Harbhajan Singh,1,16,18,24
4,9/5/2018,Mumbai Indians,Eden Gardens,c †Ishan Kishan b J J Bumrah,1,5,3,29
5,21/04/2019,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,c Rashid Khan b Sandeep Sharma,1,30,25,59
6,25/04/2019,Rajasthan Royals,Eden Gardens,not out,0,3,3,62
7,5/5/2019,Mumbai Indians,Wankhede Stadium,c H H Pandya b J J Bumrah,1,4,6,66
