,Match,Ground,Versus,Date,Wkts,Avg,WicketsCric,Overs,Runs,Econ,AvgCric,SR,5W
0,4,Rajiv Gandhi International Stadium,Delhi Capitals,2019-04-14,1.0,10.0,1,1,10,10,10,6,0
1,5,Rajiv Gandhi International Stadium,Punjab Kings,2019-04-29,,21.0,0,1,11,11,-,-,0
