Match,Date,Vs,Venue,How Dismissed,Out,Runs,Balls,TotalRuns
1,25/03/2019,Rajasthan Royals,Sawai Mansingh Stadium,c A M Rahane b B A Stokes,1,12,14,12
2,16/04/2019,Rajasthan Royals,Punjab Cricket Association IS Bindra Stadium,c A M Rahane b J C Archer,1,5,6,17
3,24/04/2019,Royal Challengers Bangalore,M Chinnaswamy Stadium,c A B de Villiers b N A Saini,1,46,28,63
4,29/04/2019,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,c B Kumar b K K Ahmed,1,21,10,84
5,3/5/2019,Kolkata Knight Riders,Punjab Cricket Association IS Bindra Stadium,c S S Warrier b N Rana,1,48,27,132
6,5/5/2019,Chennai Super Kings,Punjab Cricket Association IS Bindra Stadium,c †M S Dhoni b R A Jadeja,1,36,22,168
