Match,Date,Vs,Venue,How Dismissed,Out,Runs,Balls,TotalRuns
1,22/04/2018,Chennai Super Kings,Rajiv Gandhi International Stadium,c S R Watson b D L Chahar,1,0,5,0
2,14/04/2019,Delhi Capitals,Rajiv Gandhi International Stadium,c A R Patel b K M A Paul,1,7,12,7
