,Match,Ground,Versus,Date,Wkts,Avg,WicketsCric,Overs,Runs,Econ,AvgCric,SR,5W
0,1,Arun Jaitley Stadium,Delhi Capitals,2011-05-21,1,6,1,1,6,6,6,6,0
