Match,Date,Vs,Venue,How Dismissed,Out,Runs,Balls,TotalRuns
1,1/4/2019,Delhi Capitals,Punjab Cricket Association IS Bindra Stadium,lbw b S Lamichhane,1,20,10,20
2,6/4/2019,Chennai Super Kings,MA Chidambaram Stadium,not out,0,0,1,20
3,8/4/2019,Sunrisers Hyderabad,Punjab Cricket Association IS Bindra Stadium,not out,0,5,3,25
4,10/4/2019,Mumbai Indians,Wankhede Stadium,c †Q de Kock b J J Bumrah,1,8,3,33
5,13/04/2019,Royal Challengers Bangalore,Punjab Cricket Association IS Bindra Stadium,lbw b M M Ali,1,1,3,34
6,20/04/2019,Delhi Capitals,Arun Jaitley Stadium,c & b S Lamichhane,1,0,4,34
7,3/5/2019,Kolkata Knight Riders,Punjab Cricket Association IS Bindra Stadium,not out,0,55,24,89
8,5/5/2019,Chennai Super Kings,Punjab Cricket Association IS Bindra Stadium,not out,0,6,7,95
