,Match,Ground,Vs,Date,Agg,Avg,WicketsCric,Overs,Runs,Econ,AvgCric,SR,5W
46,47.0,Arun Jaitley Stadium,Delhi Capitals,2017-04-15,58.0,22.71,1,4.0,41,10.25,41,24,0
47,48.0,Rajiv Gandhi International Stadium,Sunrisers Hyderabad,2017-04-17,59.0,22.92,1,4.0,35,8.75,35,24,0
48,49.0,Holkar Cricket Stadium,Mumbai Indians,2017-04-20,59.0,23.58,0,3.0,39,13.0,-,-,0
49,50.0,Saurashtra Cricket Association Stadium,Gujarat Lions,2017-04-23,61.0,23.46,2,4.0,40,10.0,20,12,0
50,51.0,Punjab Cricket Association IS Bindra Stadium,Delhi Capitals,2017-04-30,65.0,22.32,4,4.0,20,5.0,5,6,0
51,52.0,M Chinnaswamy Stadium,Royal Challengers Bangalore,2017-05-05,68.0,21.66,3,4.0,22,5.5,7.3,8,0
52,53.0,Punjab Cricket Association IS Bindra Stadium,Gujarat Lions,2017-05-07,70.0,21.46,2,4.0,29,7.25,14.5,12,0
53,54.0,Punjab Cricket Association IS Bindra Stadium,Kolkata Knight Riders,2017-05-09,70.0,21.9,0,4.0,31,7.75,-,-,0
54,55.0,Wankhede Stadium,Mumbai Indians,2017-05-11,71.0,22.18,1,4.0,42,10.5,42,24,0
55,56.0,Maharashtra Cricket Association Stadium,Rising Pune Supergiant,2017-05-14,71.0,22.35,0,2.0,12,6.0,-,-,0
56,57.0,Rajiv Gandhi International Stadium,Mumbai Indians,2018-04-12,73.0,22.08,2,4.0,25,6.25,12.5,12,0
57,58.0,Wankhede Stadium,Mumbai Indians,2018-04-24,74.0,21.91,1,3.0,9,3.0,9,18,0
58,59.0,Rajiv Gandhi International Stadium,Kings XI Punjab,2018-04-26,76.0,21.55,2,4.0,17,4.25,8.5,12,0
59,60.0,Sawai Mansingh Stadium,Rajasthan Royals,2018-04-29,77.0,21.47,1,4.0,15,3.75,15,24,0
60,61.0,Rajiv Gandhi International Stadium,Delhi Capitals,2018-05-05,77.0,21.92,0,4.0,35,8.75,-,-,0
61,62.0,Rajiv Gandhi International Stadium,Royal Challengers Bangalore,2018-05-07,78.0,21.9,1,4.0,20,5.0,20,24,0
62,63.0,Arun Jaitley Stadium,Delhi Capitals,2018-05-10,78.0,22.21,0,4.0,24,6.0,-,-,0
63,64.0,Maharashtra Cricket Association Stadium,Chennai Super Kings,2018-05-13,79.0,22.38,1,4.0,36,9.0,36,24,0
64,65.0,M Chinnaswamy Stadium,Royal Challengers Bangalore,2018-05-17,80.0,22.6,1,4.0,40,10.0,40,24,0
65,66.0,Rajiv Gandhi International Stadium,Kolkata Knight Riders,2018-05-19,80.0,22.98,0,2.0,30,15.0,-,-,0
66,67.0,Wankhede Stadium,Chennai Super Kings,2018-05-22,82.0,22.78,2,3.0,30,10.0,15,9,0
67,68.0,Wankhede Stadium,Chennai Super Kings,2018-05-27,83.0,23.13,1,4.0,52,13.0,52,24,0
68,69.0,Eden Gardens,Kolkata Knight Riders,2019-03-24,84.0,23.36,1,4.0,42,10.5,42,24,0
69,70.0,Rajiv Gandhi International Stadium,Rajasthan Royals,2019-03-29,84.0,23.81,0,4.0,38,9.5,-,-,0
70,71.0,Rajiv Gandhi International Stadium,Royal Challengers Bangalore,2019-03-31,87.0,23.21,3,3.5,19,4.96,6.3,7.7,0
71,72.0,Arun Jaitley Stadium,Delhi Capitals,2019-04-04,88.0,23.23,1,4.0,25,6.25,25,24,0
72,73.0,Rajiv Gandhi International Stadium,Mumbai Indians,2019-04-06,89.0,23.19,1,3.0,20,6.67,20,18,0
73,74.0,Punjab Cricket Association IS Bindra Stadium,Kings XI Punjab,2019-04-08,91.0,22.91,2,4.0,21,5.25,10.5,12,0
74,75.0,Rajiv Gandhi International Stadium,Delhi Capitals,2019-04-14,91.0,23.24,0,4.0,30,7.5,-,-,0
75,76.0,Rajiv Gandhi International Stadium,Chennai Super Kings,2019-04-17,91.0,23.6,0,4.0,33,8.25,-,-,0
76,77.0,Rajiv Gandhi International Stadium,Kolkata Knight Riders,2019-04-21,92.0,23.75,1,4.0,37,9.25,37,24,0
77,78.0,MA Chidambaram Stadium,Chennai Super Kings,2019-04-23,93.0,24.08,1,3.5,54,14.09,54,23,0
78,79.0,Rajiv Gandhi International Stadium,Kings XI Punjab,2019-04-29,95.0,23.92,2,4.0,33,8.25,16.5,12,0
